instance,depth,seed,train_acc,val_acc,test_acc,train_time,gap
breast-cancer,2,37,0.6884057971014492,0.782608695652174,0.6714285714285714,10.900083541870117,0.0
breast-cancer,2,42,0.7898550724637681,0.6811594202898551,0.7285714285714285,6.564095497131348,0.0
breast-cancer,2,53,0.8260869565217391,0.7101449275362319,0.6571428571428571,8.382759094238281,0.0
